"ID / Code","Name","Filename","CDN URL","Google Sheets Image Formula"
"0","Skill 0","0.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/0.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/0.png"")"
"20020","Retribution","20020.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20020.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20020.png"")"
"200201","Flame Retribution","200201.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/200201.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/200201.png"")"
"200202","Ice Retribution","200202.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/200202.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/200202.png"")"
"200203","Bloody Retribution","200203.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/200203.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/200203.png"")"
"20030","Inspire","20030.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20030.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20030.png"")"
"20040","Sprint","20040.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20040.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20040.png"")"
"20050","Revitalize","20050.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20050.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20050.png"")"
"20060","Aegis","20060.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20060.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20060.png"")"
"20070","Petrify","20070.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20070.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20070.png"")"
"20080","Purify","20080.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20080.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20080.png"")"
"20100","Flicker","20100.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20100.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20100.png"")"
"20140","Flameshot","20140.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20140.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20140.png"")"
"20150","Execute","20150.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20150.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20150.png"")"
"20160","Arrival","20160.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20160.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20160.png"")"
"20190","Vengeance","20190.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20190.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/SKILL/20190.png"")"
